Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,CHTR,CMCSA,DIS,GOOGL,META,NFLX,SPOT,T,TMUS,VZ,CHTR,CMCSA,DIS,GOOGL,META,NFLX,SPOT,T,TMUS,VZ,CHTR,CMCSA,DIS,GOOGL,META,NFLX,SPOT,T,TMUS,VZ,CHTR,CMCSA,DIS,GOOGL,META,NFLX,SPOT,T,TMUS,VZ,CHTR,CMCSA,DIS,GOOGL,META,NFLX,SPOT,T,TMUS,VZ
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-06,193.19000244140625,23.233482360839844,97.2472152709961,27.06808853149414,82.05328369140625,60.33000183105469,,12.058985710144043,32.349273681640625,29.843910217285156,193.36000061035156,23.40510930917495,98.11261924857442,27.147210450401598,82.42154319426832,60.4471435546875,,12.08793014041412,32.574192597197346,29.958161715066268,189.41000366210938,22.950098896404985,96.70404096093435,26.657550917708573,80.42097739364505,58.46428680419922,,11.961298829031778,32.01678403898469,29.705605048218224,189.41000366210938,23.00597715445486,96.95261070772449,26.813803467096285,80.42097739364505,58.76856994628906,,11.993860513616676,32.08523745978753,29.789790603834238,572300,21333000,4153500,33718000,19062900,10730300,,30415590,1795000,14130000
2015-04-07,189.75,23.277387619018555,97.0630874633789,27.113372802734375,81.93384552001953,60.494285583496094,,11.997480392456055,32.2514762878418,29.62743377685547,193.97999572753906,23.421075441276557,97.96531786528644,27.377111276323426,83.0286840208093,60.84857177734375,,12.10240453819655,32.61330199869198,29.952151479627616,189.66000366210938,23.077821537564304,97.03546938379759,27.050175494169807,81.83431612787608,60.0428581237793,,11.997480392456055,32.20258152644548,29.61540694039526,192.97000122070312,23.217517185554932,97.40372683404406,27.11984211751234,82.26229934833822,60.49714279174805,,12.066223766779865,32.37860565181717,29.952151479627616,270100,24779600,4694600,27318000,17467000,9977100,,31782620,2389400,11498700
2015-04-08,190.77999877929688,23.62064552307129,97.9192886352539,27.311424255371094,81.89404296875,63.04999923706055,,12.038883209228516,32.04612350463867,29.876773834228516,190.94000244140625,23.62463617544614,98.22310157583095,27.44379273277843,82.71019624097384,63.10714340209961,,12.112627736342299,32.48618392041211,29.96798994648572,187.85000610351562,23.241469599578135,96.81452324542639,27.17009972575731,81.45610447364218,61.18428421020508,,12.009384280999358,31.742969944787625,29.609201004132764,188.5,23.373183966477615,96.87896777610088,27.17009972575731,82.24239968367355,61.2014274597168,,12.068381206304638,32.32971840929623,29.6456888409043,922600,29113400,4277400,28386000,18966700,22327900,,28308709,3240400,15498600
2015-04-09,190.92999267578125,23.78428840637207,98.29674530029297,27.270620346069336,81.7845458984375,62.78571319580078,,12.053629875183105,31.66473960876465,29.803800582885742,192.0,23.820210366101666,98.50849562440598,27.337800232352862,82.41159548347802,63.13571548461914,,12.090502598605237,32.30037912673634,29.90718163558315,189.55999755859375,23.572748822724755,97.47737613224712,26.968565226393707,81.32670462941442,62.11428451538086,,11.961448532204221,31.635399760244773,29.5970407972722,191.0,23.624634913669745,98.0573839195545,27.329838874820418,82.112999719782,63.0,,12.01306978630347,32.04612406563408,29.742989836438756,388200,23399200,3924400,32366000,15927300,13455400,,27901579,1906100,10810900
2015-04-10,191.80999755859375,23.872098922729492,98.46245574951172,27.29649543762207,81.65516662597656,64.93856811523438,,12.08312702178955,31.351806640625,29.931501388549805,191.94000244140625,24.01578524475594,98.60055316910639,27.36168403020876,82.22249255891445,64.99571228027344,,12.105251212985724,31.684296303292296,29.949744145191623,189.8800048828125,23.732401730453805,97.96531627725332,27.119342907818996,81.52577916534388,63.9471435546875,,12.038880501702863,31.25401336899822,29.761227154029715,191.32000732421875,23.868106747841512,98.25992082788959,27.347750706496978,81.8243673653285,64.39714050292969,,12.08312702178955,31.664737648966938,29.822040209137196,380300,31807800,3251500,26104000,12529700,22367100,,19944206,3079700,9241900
2015-04-13,189.02000427246094,23.46099090576172,98.057373046875,27.301471710205078,82.62061309814453,67.81143188476562,,12.12369155883789,30.794397354125977,29.822040557861328,193.8000030517578,23.868105944217536,99.33706214603916,27.531870804832067,83.5462508938042,69.28571319580078,,12.19374872988759,31.4398199148833,30.107853800975654,188.72000122070312,23.441034599699567,98.02054660224623,27.185029743181815,81.53572219657927,67.05714416503906,,12.057320823188137,30.794397354125977,29.822040557861328,191.85000610351562,23.82819333209323,98.57292922382571,27.222351689574023,81.54567741409988,67.23999786376953,,12.079444091353665,31.361585294608226,29.96190710657278,688800,23886400,4201500,29326000,26883100,44436700,,30095844,1739300,12235700
2015-04-14,190.88999938964844,23.540817260742188,98.19548797607422,26.860580444335938,83.12821197509766,68.38714599609375,,12.053629875183105,31.166000366210938,29.90717315673828,191.97000122070312,23.680514445989097,98.78469714739589,27.19846545039989,83.29742029178122,69.14286041259766,,12.142123852704488,31.166000366210938,30.016634325135048,189.2899932861328,23.377173117646713,97.68913305200371,26.65954194093019,82.05328392749297,67.42143249511719,,12.027819248133481,30.501021100379145,29.755144013940622,189.94000244140625,23.42906073059948,97.96532792402897,27.19846545039989,82.7798553118181,68.85713958740234,,12.138436487246985,30.501021100379145,29.91933576653577,468200,19909400,5389300,47206000,19634200,28641900,,24182992,1756900,11956500
2015-04-15,189.91000366210938,23.912012100219727,98.49009704589844,26.923280715942383,82.32201385498047,67.92285919189453,,12.127374649047852,31.302907943725586,30.03488540649414,191.85000610351562,24.063682775599645,98.90438234887098,27.03026928337361,83.26756204586646,68.70428466796875,,12.153185274665178,31.41047867662601,30.10177861903478,189.66000366210938,23.5887144422551,98.37961768727284,26.491843115168763,81.88407542578672,67.36428833007812,,12.035193311184349,31.02909424574768,29.82812562217821,190.02000427246094,23.676524021038524,98.43485385462179,26.770014149799174,83.15807743856801,68.70428466796875,,12.061003936801676,31.32246659792856,29.888938688024815,423500,28421200,4307300,46962000,22390900,42528500,,26289344,2714900,11055800
2015-04-16,190.36000061035156,23.81621742248535,99.52119445800781,27.046689987182617,81.92388916015625,80.29285430908203,,12.075750350952148,31.351806640625,29.961898803710938,190.64999389648438,23.967888083399153,99.7053266943116,27.131781971017137,82.68032619838729,81.25,,12.131059888902124,31.390920218843835,30.144333281049818,188.89999389648438,23.77630481188259,98.41642913589158,26.77697956806923,81.76464365366884,75.71428680419922,,12.057314459070609,31.21489792556345,29.852437653351558,189.14999389648438,23.836175250355232,98.64658916332635,26.789418950795053,82.08314226024943,76.0,,12.079437715558992,31.224677252726124,29.955816339924173,344100,22000600,6379100,31722000,13769700,104500900,,23298825,1901100,11724100
2015-04-17,186.74000549316406,23.317298889160156,98.22311401367188,26.510257720947266,80.40106201171875,81.6500015258789,,11.987258911132812,31.381145477294922,29.73690414428711,189.0500030517578,23.66055277318864,99.24502528943255,26.861578750742748,81.72482484051609,82.14286041259766,,12.057316991069461,31.557169651050593,29.87068822547831,182.4600067138672,22.81040241119431,97.62469642510234,26.324149109893423,79.99298925919337,79.71428680419922,,11.935637658102056,31.048655785804453,29.615280354292597,188.0500030517578,23.588708866179502,99.24502528943255,26.737670860391482,81.09778288700404,79.77857208251953,,12.038881095316441,31.13666787268229,29.785552268416406,1664500,84976800,9663500,49234000,24215000,58306500,,39344249,2594400,18105100
2015-04-20,183.8800048828125,23.33725929260254,99.63166809082031,27.09695053100586,82.70023345947266,81.05571746826172,,12.105254173278809,31.967885971069336,30.028799057006836,189.47000122070312,23.524850383791463,99.8894461829481,27.16014973711817,82.75995717200274,82.30428314208984,,12.120002706530125,32.10479654494899,30.089609790511027,183.7100067138672,23.189579288229588,98.80309063474793,26.540610347490453,80.85891305445882,80.38143157958984,,12.038883445765242,31.527829325824268,29.82811946083761,187.39999389648438,23.389145380288596,99.27261903050999,26.560515639152175,81.15750883629076,81.78571319580078,,12.038883445765242,31.527829325824268,29.88893251412258,904800,38859000,8094200,38508000,28796800,30766400,,32192530,4812500,17062500
